"INFORMATION TYPE","RESERVE GROUP","DATE","PERIOD","PRICE ($/MWh)"
"MRP","PRIRESE","01-Aug-2023","25","0.14"
"MRP","CONRESA","01-Aug-2023","26","38.85"
"MRP","CONRESB","01-Aug-2023","26","33.02"
"MRP","CONRESC","01-Aug-2023","26","29.14"
"MRP","CONRESD","01-Aug-2023","26","23.31"
"MRP","CONRESE","01-Aug-2023","26","9.71"
"MRP","PRIRESA","01-Aug-2023","26","3.12"
"MRP","PRIRESB","01-Aug-2023","26","2.65"
"MRP","PRIRESC","01-Aug-2023","26","2.34"
"MRP","PRIRESD","01-Aug-2023","26","1.87"
"MRP","PRIRESE","01-Aug-2023","26","0.78"
"MRP","CONRESA","01-Aug-2023","27","25.05"
"MRP","CONRESB","01-Aug-2023","27","21.29"
"MRP","CONRESC","01-Aug-2023","27","18.79"
"MRP","CONRESD","01-Aug-2023","27","15.03"
"MRP","CONRESE","01-Aug-2023","27","6.26"
"MRP","PRIRESA","01-Aug-2023","27","0.55"
"MRP","PRIRESB","01-Aug-2023","27","0.47"
"MRP","PRIRESC","01-Aug-2023","27","0.41"
"MRP","PRIRESD","01-Aug-2023","27","0.33"
"MRP","PRIRESE","01-Aug-2023","27","0.14"
"MRP","CONRESA","01-Aug-2023","28","25.00"
"MRP","CONRESB","01-Aug-2023","28","21.25"
"MRP","CONRESC","01-Aug-2023","28","18.75"
"MRP","CONRESD","01-Aug-2023","28","15.00"
"MRP","CONRESE","01-Aug-2023","28","6.25"
"MRP","PRIRESA","01-Aug-2023","28","0.55"
"MRP","PRIRESB","01-Aug-2023","28","0.47"
"MRP","PRIRESC","01-Aug-2023","28","0.41"
"MRP","PRIRESD","01-Aug-2023","28","0.33"
"MRP","PRIRESE","01-Aug-2023","28","0.14"
"MRP","CONRESA","01-Aug-2023","29","10.13"
"MRP","CONRESB","01-Aug-2023","29","8.61"
"MRP","CONRESC","01-Aug-2023","29","7.60"
"MRP","CONRESD","01-Aug-2023","29","6.08"
