"INFORMATION TYPE","DATE","PERIOD","PRICE ($/MWh)"
"MFP","04-Feb-2024","33","10.00"
"MFP","04-Feb-2024","34","11.11"
"MFP","04-Feb-2024","35","11.11"
"MFP","04-Feb-2024","36","24.68"
"MFP","04-Feb-2024","37","33.44"
"MFP","04-Feb-2024","38","45.34"
"MFP","04-Feb-2024","39","52.69"
"MFP","04-Feb-2024","40","49.99"
"MFP","04-Feb-2024","41","40.94"
"MFP","04-Feb-2024","42","86.42"
"MFP","04-Feb-2024","43","33.33"
"MFP","04-Feb-2024","44","23.37"
"MFP","04-Feb-2024","45","11.50"
"MFP","04-Feb-2024","46","10.00"
"MFP","04-Feb-2024","47","10.00"
"MFP","04-Feb-2024","48","10.00"
"MFP","05-Feb-2024","1","11.11"
"MFP","05-Feb-2024","2","10.00"
"MFP","05-Feb-2024","3","9.80"
"MFP","05-Feb-2024","4","10.00"
"MFP","05-Feb-2024","5","9.80"
"MFP","05-Feb-2024","6","9.80"
"MFP","05-Feb-2024","7","9.80"
"MFP","05-Feb-2024","8","9.80"
"MFP","05-Feb-2024","9","10.00"
"MFP","05-Feb-2024","10","9.80"
"MFP","05-Feb-2024","11","10.00"
"MFP","05-Feb-2024","12","10.04"
"MFP","05-Feb-2024","13","10.00"
"MFP","05-Feb-2024","14","15.00"
"MFP","05-Feb-2024","15","24.68"
"MFP","05-Feb-2024","16","11.11"
"MFP","05-Feb-2024","17","10.00"
"MFP","05-Feb-2024","18","15.00"
"MFP","05-Feb-2024","19","15.00"
"MFP","05-Feb-2024","20","15.00"
"MFP","05-Feb-2024","21","10.04"
"MFP","05-Feb-2024","22","10.04"
"MFP","05-Feb-2024","23","10.00"
"MFP","05-Feb-2024","24","9.80"
"MFP","05-Feb-2024","25","10.00"
"MFP","05-Feb-2024","26","10.00"
"MFP","05-Feb-2024","27","10.00"
"MFP","05-Feb-2024","28","10.00"
"MFP","05-Feb-2024","29","10.00"
"MFP","05-Feb-2024","30","10.00"
"MFP","05-Feb-2024","31","11.11"
"MFP","05-Feb-2024","32","11.95"
"MFP","05-Feb-2024","33","11.95"
"MFP","05-Feb-2024","34","15.00"
"MFP","05-Feb-2024","35","15.00"
"MFP","05-Feb-2024","36","22.22"
"MFP","05-Feb-2024","37","33.33"
"MFP","05-Feb-2024","38","35.00"
"MFP","05-Feb-2024","39","24.68"
"MFP","05-Feb-2024","40","22.22"
"MFP","05-Feb-2024","41","22.22"
"MFP","05-Feb-2024","42","19.99"
"MFP","05-Feb-2024","43","11.11"
"MFP","05-Feb-2024","44","10.00"
"MFP","05-Feb-2024","45","10.00"
"MFP","05-Feb-2024","46","11.11"
"MFP","05-Feb-2024","47","11.11"
"MFP","05-Feb-2024","48","11.11"
"MFP","06-Feb-2024","1","10.00"
"MFP","06-Feb-2024","2","10.00"
